epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_aupr,val_f1,val_sens,val_spec,val_bal_acc,val_prec,val_recall,val_mcc,val_brier
1,0.3156777532886154,0.710128055878929,0.34214604995971504,0.8465116279069768,0.9067471727046195,0.9593940800697885,0.8735632183908046,0.8085106382978723,0.918918918918919,0.8637147786083956,0.95,0.8085106382978723,0.6959273971052625,0.11388213547301818
2,0.2566416423867551,0.7427240977881258,0.44485829403234084,0.8186046511627907,0.918248035269312,0.9627878093774179,0.8395061728395061,0.723404255319149,1.0,0.8617021276595744,1.0,0.723404255319149,0.6882831976159992,0.14241579163003787
3,0.27062564566124303,0.7497089639115251,0.361752904293149,0.8186046511627907,0.9341575618171363,0.9708259061214108,0.8395061728395061,0.723404255319149,1.0,0.8617021276595744,1.0,0.723404255319149,0.6882831976159992,0.12206008274561692
4,0.24589573226791045,0.7636786961583236,0.3780007237611815,0.8465116279069768,0.9263944795859689,0.967444657913713,0.8674698795180723,0.7659574468085106,1.0,0.8829787234042553,1.0,0.7659574468085106,0.7278238660801062,0.11494844826942315
5,0.2458182525440478,0.7741559953434226,0.5022319185179334,0.8046511627906977,0.9257235959363619,0.9660170944597225,0.825,0.7021276595744681,1.0,0.851063829787234,1.0,0.7021276595744681,0.6692600572358242,0.15279541960047616
6,0.22447467174671581,0.7566938300349243,0.4369283868822941,0.8325581395348837,0.9302281004408665,0.9686113513783573,0.8536585365853658,0.7446808510638298,1.0,0.8723404255319149,1.0,0.7446808510638298,0.7077903065092052,0.1344197784446448
7,0.22699524638296145,0.7543655413271245,0.36562539713327274,0.827906976744186,0.8986965689093348,0.9565840342621812,0.8502024291497976,0.7446808510638298,0.9864864864864865,0.8655836687751581,0.9905660377358491,0.7446808510638298,0.6948259295469086,0.12383623869350052
8,0.21420077046290542,0.7788125727590222,0.32570798993110656,0.8418604651162791,0.9417289630055588,0.9738472563061169,0.8629032258064516,0.7588652482269503,1.0,0.8794326241134751,1.0,0.7588652482269503,0.7210847562089941,0.11246831327192282
9,0.22540845783542282,0.7532013969732246,0.47799888336381247,0.8372093023255814,0.9533256660916235,0.9798776030177702,0.8582995951417004,0.75177304964539,1.0,0.875886524822695,1.0,0.75177304964539,0.7144074703586251,0.1360918723227102
10,0.21961548357195848,0.7741559953434226,0.3254650684290154,0.8511627906976744,0.9378953421506613,0.9721186323301152,0.8740157480314961,0.7872340425531915,0.972972972972973,0.8801035077630823,0.9823008849557522,0.7872340425531915,0.7232991949509944,0.1029039582498151
11,0.24166432763769685,0.7508731082654249,0.3554641177487928,0.8744186046511628,0.9431665708261454,0.9664385498697744,0.8957528957528957,0.8226950354609929,0.972972972972973,0.897834004216983,0.9830508474576272,0.8226950354609929,0.7596795611619951,0.1012743259333779
12,0.2117277927289048,0.729918509895227,0.28252019840617515,0.8604651162790697,0.9554341575618172,0.9808441804289425,0.8809523809523809,0.7872340425531915,1.0,0.8936170212765957,1.0,0.7872340425531915,0.7484298895080298,0.08827518179991198
13,0.20430071615506662,0.7415599534342259,0.2646159683549127,0.8883720930232558,0.9610887483227908,0.9838444834303886,0.9069767441860465,0.8297872340425532,1.0,0.9148936170212766,1.0,0.8297872340425532,0.791564295473758,0.08046378859105675
14,0.22504038522421135,0.7811408614668219,0.3800951012345247,0.8465116279069768,0.9513130151428023,0.9789430364483553,0.8674698795180723,0.7659574468085106,1.0,0.8829787234042553,1.0,0.7659574468085106,0.7278238660801062,0.11623734721558342
15,0.2534575504668239,0.7776484284051223,0.36395672157753345,0.8511627906976744,0.9620471535365153,0.9840335351970383,0.872,0.7730496453900709,1.0,0.8865248226950355,1.0,0.7730496453900709,0.7346265497083975,0.10798294958849974
16,0.2001710377277956,0.7415599534342259,0.30413332747858624,0.8697674418604651,0.9622388345792601,0.9841838829208878,0.889763779527559,0.8014184397163121,1.0,0.9007092198581561,1.0,0.8014184397163121,0.7625098169667441,0.09563841869918462
17,0.20023881632734927,0.7462165308498254,0.3258594056894613,0.8883720930232558,0.9432624113475179,0.9754832827244058,0.9090909090909091,0.851063829787234,0.9594594594594594,0.9052616446233468,0.975609756097561,0.851063829787234,0.7782953666359894,0.09251399349982917
18,0.20902369294545425,0.7485448195576252,0.2693710914877958,0.8930232558139535,0.9631972397929844,0.9847464933749122,0.9111969111969112,0.8368794326241135,1.0,0.9184397163120568,1.0,0.8368794326241135,0.799026972785659,0.07813984594317609
