epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_aupr,val_f1,val_sens,val_spec,val_bal_acc,val_prec,val_recall,val_mcc,val_brier
1,0.4797082216973794,0.7008973080757727,0.4349776876875129,0.8047808764940239,0.8983699503897946,0.9559652830387095,0.8280701754385965,0.7108433734939759,0.9882352941176471,0.8495393338058115,0.9915966386554622,0.7108433734939759,0.6625659456789036,0.137851277721956
2,0.4529033157963339,0.7098703888334995,0.4575427802672899,0.8087649402390438,0.8997165131112687,0.9567298779917512,0.8309859154929577,0.7108433734939759,1.0,0.8554216867469879,1.0,0.7108433734939759,0.6740166144791198,0.14307581122749852
3,0.4578573749524171,0.7288135593220338,0.3804600469144692,0.8167330677290837,0.9019844082211198,0.9574564606634136,0.8466666666666667,0.7650602409638554,0.9176470588235294,0.8413536498936924,0.9477611940298507,0.7650602409638554,0.6476684226440709,0.12293027974861842
4,0.4389262980264301,0.7387836490528414,0.4355936382871225,0.8247011952191236,0.9055279943302622,0.9589932207566421,0.8503401360544217,0.7530120481927711,0.9647058823529412,0.8588589652728562,0.9765625,0.7530120481927711,0.6794535351049718,0.135535790265146
5,0.4522859321337041,0.7008973080757727,0.4800356391416603,0.8087649402390438,0.9043231750531538,0.9580562185777388,0.8309859154929577,0.7108433734939759,1.0,0.8554216867469879,1.0,0.7108433734939759,0.6740166144791198,0.1480647238231336
6,0.4265794386179117,0.7148554336989033,0.35683808989258875,0.8446215139442231,0.8890148830616585,0.9540831432562294,0.8712871287128713,0.7951807228915663,0.9411764705882353,0.8681785967399007,0.9635036496350365,0.7951807228915663,0.6999053793437111,0.11626422374336777
7,0.462006145094708,0.744765702891326,0.3443100300443125,0.8167330677290837,0.9077250177179306,0.9596569988634793,0.8525641025641025,0.8012048192771084,0.8470588235294118,0.82413182140326,0.910958904109589,0.8012048192771084,0.6219337067567663,0.1159610788120156
8,0.4407076673398346,0.711864406779661,0.3593410403130064,0.8247011952191236,0.9024805102763997,0.9580548520489447,0.8513513513513513,0.7590361445783133,0.9529411764705882,0.8559886605244507,0.9692307692307692,0.7590361445783133,0.6743188584805854,0.11774143376272093
9,0.4330435990395836,0.7168494516450648,0.38751812629490734,0.8326693227091634,0.904252303330971,0.9587874613218008,0.8561643835616438,0.7530120481927711,0.9882352941176471,0.8706236711552091,0.9920634920634921,0.7530120481927711,0.7015948251073685,0.12614638924946311
10,0.39009088242160955,0.7288135593220338,0.37652985496350017,0.8326693227091634,0.902763997165131,0.9583807030564576,0.8581081081081081,0.7650602409638554,0.9647058823529412,0.8648830616583982,0.9769230769230769,0.7650602409638554,0.6911667614746753,0.12261227507919442
11,0.48102689811501165,0.6879361914257228,0.4102007673081174,0.8207171314741036,0.8994330262225373,0.9568733803985605,0.8432055749128919,0.7289156626506024,1.0,0.8644578313253012,1.0,0.7289156626506024,0.6903612840406949,0.1329398338471567
12,0.43279665283643354,0.7258225324027916,0.3954742704017229,0.8366533864541833,0.9082211197732105,0.9601843407633682,0.8591065292096219,0.7530120481927711,1.0,0.8765060240963856,1.0,0.7530120481927711,0.712730186133071,0.12808095684546028
13,0.4279654014740485,0.715852442671984,0.32908415628144466,0.8326693227091634,0.9026222537207654,0.9583765742226054,0.8636363636363636,0.8012048192771084,0.8941176470588236,0.847661233167966,0.9366197183098591,0.8012048192771084,0.6638842226582695,0.11102400507118175
14,0.41354317597651175,0.7178464606181456,0.4222161921846914,0.8326693227091634,0.9098511693834159,0.9604236962008932,0.8561643835616438,0.7530120481927711,0.9882352941176471,0.8706236711552091,0.9920634920634921,0.7530120481927711,0.7015948251073685,0.13372815500933713
15,0.4266444302627358,0.7258225324027916,0.32797571981095697,0.8326693227091634,0.9011339475549255,0.9580635342683335,0.8636363636363636,0.8012048192771084,0.8941176470588236,0.847661233167966,0.9366197183098591,0.8012048192771084,0.6638842226582695,0.10998376023313454
16,0.4379175977478712,0.7308075772681955,0.32451076657173644,0.848605577689243,0.8953224663359318,0.9573970106210485,0.8789808917197452,0.8313253012048193,0.8823529411764706,0.856839121190645,0.9324324324324325,0.8313253012048193,0.6866200697835533,0.10903039857983726
17,0.4435802691004212,0.7318045862412762,0.387978989527045,0.8406374501992032,0.9113394755492559,0.9616202082131168,0.863013698630137,0.7590361445783133,1.0,0.8795180722891567,1.0,0.7590361445783133,0.7184320276221356,0.1254319470145442
18,0.42805406715672606,0.7108673978065803,0.33680938724502624,0.848605577689243,0.8982990786676117,0.9575127907680927,0.87248322147651,0.7831325301204819,0.9764705882352941,0.879801559177888,0.9848484848484849,0.7831325301204819,0.7199292179426692,0.11137584346360234
19,0.42226894629203665,0.7467597208374875,0.328874407180277,0.8286852589641435,0.9089298369950389,0.9607105738799816,0.8599348534201955,0.7951807228915663,0.8941176470588236,0.8446491849751949,0.9361702127659575,0.7951807228915663,0.6574532240797336,0.11151986381180679
20,0.43459277733016466,0.7437686939182453,0.37312035470369803,0.8406374501992032,0.9081502480510276,0.9609696338095547,0.863013698630137,0.7590361445783133,1.0,0.8795180722891567,1.0,0.7590361445783133,0.7184320276221356,0.11956181029704925
21,0.38581908860449066,0.707876370887338,0.32274063709247636,0.8406374501992032,0.9078667611622963,0.9603577442746638,0.8701298701298701,0.8072289156626506,0.9058823529411765,0.8565556343019136,0.9436619718309859,0.8072289156626506,0.6808687237170021,0.1087659538389852
22,0.37894089372897316,0.7477567298105683,0.3497174358462907,0.8406374501992032,0.9032600992204111,0.9591509072349301,0.863013698630137,0.7590361445783133,1.0,0.8795180722891567,1.0,0.7590361445783133,0.7184320276221356,0.11556334506166495
23,0.4050775952971469,0.7248255234297108,0.40648890835830415,0.8406374501992032,0.9125442948263641,0.9620556836074652,0.863013698630137,0.7590361445783133,1.0,0.8795180722891567,1.0,0.7590361445783133,0.7184320276221356,0.12941187280511668
24,0.4346563914718324,0.7108673978065803,0.3502349446256797,0.848605577689243,0.9099220411055988,0.9611613684858751,0.8707482993197279,0.7710843373493976,1.0,0.8855421686746988,1.0,0.7710843373493976,0.7299747666576569,0.11509678573024407
25,0.41136036470071863,0.7417746759720838,0.3859028102629688,0.8406374501992032,0.9091424521615875,0.960920335966135,0.863013698630137,0.7590361445783133,1.0,0.8795180722891567,1.0,0.7590361445783133,0.7184320276221356,0.12525357335785742
26,0.41252364479711023,0.7557328015952144,0.36791783369394887,0.8446215139442231,0.9114103472714387,0.9619235613540075,0.8668941979522184,0.7650602409638554,1.0,0.8825301204819277,1.0,0.7650602409638554,0.7241798502439963,0.12013110167274754
27,0.43673689993226517,0.748753738783649,0.37252242809747793,0.848605577689243,0.9012756909992913,0.9579663250998424,0.8707482993197279,0.7710843373493976,1.0,0.8855421686746988,1.0,0.7710843373493976,0.7299747666576569,0.1221466491267347
28,0.4306210988421264,0.6969092721834497,0.3339833042536124,0.8406374501992032,0.9132530120481928,0.962403652703433,0.8657718120805369,0.7771084337349398,0.9647058823529412,0.8709071580439405,0.9772727272727273,0.7771084337349398,0.7030695208253329,0.11210270093556218
29,0.38201575645302255,0.7597208374875374,0.31612130251538706,0.848605577689243,0.899929128277817,0.9586411046762202,0.8733333333333333,0.7891566265060241,0.9647058823529412,0.8769312544294827,0.9776119402985075,0.7891566265060241,0.7151717026538962,0.10554193711101297
30,0.42139970935353727,0.732801595214357,0.31825502970779085,0.8326693227091634,0.9080793763288448,0.9608565429195604,0.8695652173913043,0.8433734939759037,0.8117647058823529,0.8275690999291283,0.8974358974358975,0.8433734939759037,0.6392523424442762,0.11010061870696376
31,0.40667054627614385,0.7238285144566301,0.39715430556065534,0.8446215139442231,0.914528703047484,0.9629280996905837,0.8668941979522184,0.7650602409638554,1.0,0.8825301204819277,1.0,0.7650602409638554,0.7241798502439963,0.12693013195355457
32,0.42281480432150964,0.7128614157527418,0.33417630801162873,0.852589641434263,0.9122608079376329,0.9621713438670089,0.8745762711864407,0.7771084337349398,1.0,0.8885542168674698,1.0,0.7771084337349398,0.7358179170898251,0.11037837089616953
33,0.42865005578262616,0.7288135593220338,0.33394095301628113,0.8565737051792829,0.9089298369950388,0.96118711399854,0.8783783783783784,0.7831325301204819,1.0,0.891566265060241,1.0,0.7831325301204819,0.7417104704569448,0.11039781776942793
