epoch,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std
1,0.7062311503370604,0.026971560283920847,0.5913105846555097,0.2401639503873264,0.3293305153044675,0.01765626240782978,0.7014749693269445,0.04645618497847535
2,0.7115671007390963,0.025304042380009484,0.622587785264073,0.2099564553983058,0.32039683154569626,0.015736705755173868,0.6600673098587363,0.040680053734195025
3,0.7176870000270731,0.02216702963956364,0.6498889876113887,0.18390903950088267,0.31171727726413845,0.01354455697958592,0.6250763926477937,0.037592406929034636
4,0.7230729012534857,0.019351148276006258,0.6755884642816778,0.16080532637264588,0.3048796673004151,0.014137285560504082,0.5964670527528246,0.02948189725629669
5,0.7295165092770934,0.017959189457473736,0.6980913325930885,0.14272596785735076,0.29931399712862605,0.012082526825369505,0.5745003754824948,0.034898553362340656
6,0.7345446015320096,0.015269349208797616,0.7192344348423176,0.126161197068771,0.2931441408409712,0.011649559677393711,0.5503845081101639,0.041407412286092696
7,0.7371534524507486,0.014469258737892295,0.737393331567999,0.11134253139423395,0.2881461324985709,0.009658976681045314,0.5254757483886507,0.04265814952210055
8,0.7405110383732438,0.012342579647320936,0.7535969381262856,0.09874090832076059,0.28235413279675947,0.010147186856009684,0.507268047979025,0.04461026389557648
9,0.7435218203282725,0.009846468026738482,0.767968261430288,0.08779894297929672,0.27677076502990144,0.0091576628051145,0.48471662999053755,0.042867433763715684
10,0.7447184238072815,0.009137006111413253,0.780390205246656,0.07798512356534645,0.2721097191007815,0.008928550883714748,0.4674565396946779,0.042243777792479696
11,0.7467204345168588,0.008082009399572118,0.7912098878980831,0.06960767903437413,0.26907307471024694,0.008901219053840745,0.4522144014686213,0.04715346398167588
12,0.7486216413617593,0.008077611895735956,0.8009544644452926,0.06252907043405377,0.26346366213528144,0.010023463967174753,0.44160530338159154,0.04971961222293467
13,0.7508822768211221,0.007286454820736068,0.8091948080859066,0.056107942306225775,0.2591903322760543,0.011684547882911695,0.433905628840815,0.058256923174771214
14,0.7513908119194512,0.006034604211074194,0.816446310489647,0.05111702065174426,0.2567612795758464,0.011057298560286442,0.4217206529756252,0.060691348645105406
15,0.7535982816548317,0.005859641105160839,0.8220425858759665,0.0471348839077868,0.2522286849182372,0.010260861602671173,0.4203351693243319,0.07033203871830807
16,0.7556525154166926,0.0038369179079893972,0.8269709595960624,0.0446793558095018,0.24824581744697677,0.011396186456658176,0.4200411354040273,0.0724595647439842
17,0.7572645999001765,0.002874902696701263,0.8267322275351674,0.0444286780496552,0.2442446764991942,0.011335853667116542,0.41926319234593895,0.08003368637041401
18,0.7577055154271132,0.0029935079375060375,0.8317681333237532,0.04162834569372403,0.24190662577554858,0.012730980403919354,0.4111954818197582,0.08297857865820463
19,0.758848081558641,0.0023946043177118493,0.8373165311132098,0.039209346944005526,0.23852473438241625,0.014396909245075636,0.3994838408893308,0.07925903420890835
20,0.7603278284080391,0.002821929064450492,0.8411934267536736,0.03775354475353513,0.2359106189849438,0.012059922595248945,0.3903612053200784,0.07475696735905188
21,0.7626637658217725,0.003148867024395533,0.8448283507312354,0.03635376841821813,0.23327254071459014,0.012638372114200594,0.38109524673325507,0.07332341261598901
22,0.7632108545897002,0.0033192103936643884,0.8489211503387708,0.03615160471862644,0.22998461550758104,0.013105248560753926,0.37759236603146684,0.07211473223758377
23,0.7637209469004571,0.0027909928975802193,0.8528566544628651,0.03611505455165177,0.2281895705834532,0.011467032251860956,0.37231380048317286,0.076003775556724
24,0.7635551924028136,0.0027237249105962194,0.8563219845950023,0.034728010291008735,0.22575704617958386,0.010659353044307332,0.3642855991395989,0.076349395393085
25,0.7644985127316456,0.0020256932363532897,0.8590355481388856,0.03463345923067161,0.22235952642374887,0.010107258803872157,0.3606519830676665,0.0804033046309329
26,0.7651609003708082,0.001911520241424837,0.8617578461526998,0.033790525952793964,0.22035021095544366,0.009620972462732977,0.3603248742666228,0.0812631383436617
27,0.7657161219307729,0.000792960809576326,0.8643767242188096,0.0335980564899234,0.2198045274858793,0.009187170716194413,0.3577662258716109,0.0849215820568715
28,0.7659251923076081,0.0010122006310525965,0.8673521476103139,0.03264324986706174,0.21645785228879158,0.00927087713559892,0.3507134586368744,0.08261833558405174
29,0.7663884714209109,0.0014249271606749225,0.8704201615771456,0.031475320356631906,0.21289997950948822,0.008812608909060164,0.34860017898879325,0.08341846098965874
30,0.7672426686685243,0.0023890770398277642,0.8727835652698268,0.030281527324628008,0.20934294779228843,0.01127026159716146,0.3428942082443782,0.08023370295230733
31,0.7684974025583067,0.0036842787597814184,0.8755315630840462,0.03016358398604136,0.20580354930731382,0.010647106806751745,0.3348588307895757,0.07490243443939341
32,0.7673667360993214,0.003302850464239681,0.8775043327841192,0.029129709831707606,0.2024373847532553,0.011415371012651837,0.3252069940691246,0.07439053461633402
33,0.766679408602338,0.003910603347309327,0.879686360122357,0.0293075238906369,0.19986905729258103,0.011681307823985318,0.31737080470090373,0.0727633766639995
34,0.7668844475100633,0.004349984462176273,0.8813817234888524,0.027998903746148388,0.19720659201213514,0.012878070897840016,0.31460317122347436,0.06913535389209688
35,0.7663945295275119,0.004806694111632951,0.883319111627808,0.02822276295451413,0.19448346003445538,0.010226105121206825,0.309382442236059,0.06721679226714047
36,0.7671364043831059,0.004099693559126911,0.8854741761981305,0.027867067598492324,0.19248983810971687,0.012409725598797222,0.30717115351415913,0.07018831657330565
37,0.7677619645465231,0.004002598203391669,0.8886011481254265,0.026466942201408796,0.18886826328546447,0.011478344310113334,0.30020590047407997,0.06853474711180374
38,0.7682553440268658,0.004462288637099204,0.8909074150450069,0.02535293634668613,0.18531018025579138,0.011154531709527175,0.29462669230321054,0.062148064702949
39,0.7669590255094322,0.003423967081454591,0.8917017201972239,0.025299420254049326,0.1820876002116524,0.010237614789742297,0.2949344593978873,0.06634552722887474
40,0.7664598657772117,0.004339135987158766,0.8938565661534745,0.024545409565610833,0.1792756102970319,0.00946271055674081,0.29090460270043716,0.06570831229827875
