TN,FP,FN,TP,TN%,FP%,FN%,TP%,threshold_F1,Accuracy,AUC,AP,F1
61,1,0,118,0.9838709677419355,0.016129032258064516,0.0,1.0,0.175,0.9944444444444445,0.9995899398578458,0.9997845343545531,0.9957805907172996
