epoch,train_loss,train_acc,val_loss,val_acc,val_auc,val_aupr,val_f1,val_sens,val_spec,val_bal_acc,val_prec,val_recall,val_mcc,val_brier
1,0.3373388642488524,0.7627906976744186,0.5788496562810702,0.7990654205607477,0.8769066355775771,0.9450910805830641,0.8200836820083682,0.6950354609929078,1.0,0.8475177304964538,1.0,0.6950354609929078,0.6613569426753205,0.16935256106421243
2,0.26399674879950147,0.7581395348837209,0.5487951068120582,0.8084112149532711,0.8846789079957252,0.9482239684091918,0.8298755186721992,0.7092198581560284,1.0,0.8546099290780143,1.0,0.7092198581560284,0.6739061939861477,0.16363011726463467
3,0.2638283681037814,0.7418604651162791,0.5057798128261745,0.8177570093457944,0.8886621976100264,0.9507431568056658,0.8395061728395061,0.723404255319149,1.0,0.8617021276595744,1.0,0.723404255319149,0.6866618958923792,0.15685941735489617
4,0.26714130251906637,0.7546511627906977,0.4874201508883004,0.8130841121495327,0.9025551345574663,0.9572791802723034,0.8347107438016529,0.7163120567375887,1.0,0.8581560283687943,1.0,0.7163120567375887,0.6802575003202699,0.15342430001944832
5,0.25472034326819487,0.7406976744186047,0.4258005440792191,0.822429906542056,0.9084814922763043,0.9598438288296854,0.8442622950819673,0.7304964539007093,1.0,0.8652482269503546,1.0,0.7304964539007093,0.6931209034501596,0.13951713650448874
6,0.2754766737305841,0.7348837209302326,0.5313704406546655,0.8130841121495327,0.9072184980083551,0.9588385296614349,0.8347107438016529,0.7163120567375887,1.0,0.8581560283687943,1.0,0.7163120567375887,0.6802575003202699,0.158471395286588
7,0.26705696776855825,0.7558139534883721,0.4041289798567228,0.822429906542056,0.9075099582240358,0.9597286260533165,0.8442622950819673,0.7304964539007093,1.0,0.8652482269503546,1.0,0.7304964539007093,0.6931209034501596,0.13266648178673876
8,0.2659754276968712,0.7616279069767442,0.44356255832119523,0.8177570093457944,0.9090644127076654,0.9597641723189636,0.8395061728395061,0.723404255319149,1.0,0.8617021276595744,1.0,0.723404255319149,0.6866618958923792,0.14163860342344348
9,0.24870369129402692,0.7337209302325581,0.37458305464726743,0.8411214953271028,0.9141163897794617,0.9620928235152689,0.8629032258064516,0.7588652482269503,1.0,0.8794326241134751,1.0,0.7588652482269503,0.7195349167718692,0.12450178647794075
10,0.22837368388508641,0.7674418604651163,0.4112617159001181,0.8271028037383178,0.9144078499951422,0.9621979022313557,0.8489795918367347,0.7375886524822695,1.0,0.8687943262411347,1.0,0.7375886524822695,0.6996360848275186,0.13319661993752707
11,0.2586273738118105,0.7511627906976744,0.38450518835370784,0.8457943925233645,0.9136306227533275,0.9621266351092747,0.8674698795180723,0.7659574468085106,1.0,0.8829787234042553,1.0,0.7659574468085106,0.7262912614006816,0.1249328908394556
12,0.23342866523321285,0.7488372093023256,0.41364164636513895,0.8457943925233645,0.9113960944331098,0.9611558680954205,0.8674698795180723,0.7659574468085106,1.0,0.8829787234042553,1.0,0.7659574468085106,0.7262912614006816,0.12751553427792517
13,0.24482047017230543,0.7569767441860465,0.39224477989651335,0.8457943925233645,0.913922082969008,0.9624453666720449,0.8674698795180723,0.7659574468085106,1.0,0.8829787234042553,1.0,0.7659574468085106,0.7262912614006816,0.1245859925830175
