epoch,train_loss,train_acc,val_loss,val_acc,val_auroc,val_aupr,val_f1,val_precision,val_recall,val_specificity,val_bal_acc,val_mcc,val_brier
1,1.9217198828509323,0.4713216957605985,1.2275133797185338,0.34328358208955223,0.8347606499780412,0.867861641322478,0.0,0.0,0.0,1.0,0.5,,0.46108756780993165
2,0.9731091528462056,0.5087281795511222,0.6654144469185255,0.6567164179104478,0.1725955204216074,0.48166058711418924,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.23490301330966512
3,0.6881191231068827,0.4401496259351621,0.6584314318438668,0.6567164179104478,0.18368467281510759,0.4852702151466978,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.23260057554821403
4,0.6692248282587142,0.45760598503740646,0.6584319069017819,0.6567164179104478,0.18401405357927098,0.48539146571458613,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.23237823494439416
5,0.6627156933644168,0.4551122194513716,0.6635471048639782,0.6567164179104478,0.21772068511198947,0.515829593956626,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.23524945191669427
6,0.6614602639193546,0.442643391521197,0.6631156016345048,0.6567164179104478,0.21256038647342995,0.5176674569590956,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.23503716955883
7,0.664614374798135,0.4488778054862843,0.6575462035278776,0.6567164179104478,0.20575318401405357,0.49571808529453454,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.232272810298114
8,0.6658870222562566,0.44389027431421446,0.6555048781840955,0.6567164179104478,0.24472990777338605,0.5193198549330945,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.23128666910048243
9,0.6613820165470057,0.45012468827930174,0.6553586493084087,0.6567164179104478,0.3191699604743083,0.5648368070251888,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.23123418336397855
10,0.6603916499977397,0.4538653366583541,0.649705422458364,0.6567164179104478,0.6373517786561265,0.7823458220750132,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.22850932039526334
11,0.6942194878609104,0.4451371571072319,0.6550445028798497,0.6567164179104478,0.5398550724637682,0.7053324609544511,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.23109292878724044
12,0.6563917071444733,0.4401496259351621,0.6467502473005607,0.6567164179104478,0.4329161176987264,0.6502190784130972,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.2270970002716669
13,0.6533885110643439,0.4713216957605985,0.6381452243719528,0.6567164179104478,0.7389108476064999,0.8382035734034183,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.22308262341522558
14,0.650739349331939,0.47256857855361595,0.6400252835667548,0.6567164179104478,0.8179622310057093,0.8759351792378076,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.22384086633263237
15,0.6486779987960682,0.45760598503740646,0.7076505698374848,0.3482587064676617,0.8814229249011859,0.9044147699225449,0.015037593984962405,1.0,0.007575757575757576,1.0,0.5037878787878788,0.05112373581455451,0.2573753536631015
16,0.6387381458520295,0.5174563591022444,0.6132201513840785,0.6567164179104478,0.8631971892841458,0.8918343771418396,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.21303906654928204
17,0.6527618446998168,0.4925187032418953,0.6099603905606625,0.6567164179104478,0.865612648221344,0.8944957615418565,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.2110944511634726
18,0.6199989781118094,0.470074812967581,0.7003403516551155,0.6567164179104478,0.7527448397013614,0.8418268988251971,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.24638094538146643
19,0.665468105948774,0.4800498753117207,0.6116578836939228,0.6567164179104478,0.8707729468599034,0.9024062695912088,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.21093400620066466
20,0.6246955585004088,0.5012468827930174,0.6081361162721814,0.6567164179104478,0.8752744839701362,0.9050798223510923,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.20986565417915837
21,0.6139769080719746,0.48129675810473815,0.578647312240221,0.6616915422885572,0.8893280632411067,0.9145210791436406,0.7951807228915663,0.66,1.0,0.014492753623188406,0.5072463768115942,0.09780192938436515,0.1959001849907524
22,0.5937188802811868,0.5199501246882793,0.6273040982028145,0.6567164179104478,0.8877909530083443,0.9145158355679912,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.22087669513703737
23,0.6116013083969268,0.5324189526184538,0.6142750750133648,0.6567164179104478,0.8801054018445322,0.9072045451145945,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.21475345235243312
24,0.6085765517857901,0.5236907730673317,0.5781177869483606,0.6567164179104478,0.8814229249011859,0.9050051864880899,0.7927927927927928,0.6567164179104478,1.0,0.0,0.5,,0.19875658327001924
25,0.5918585293905396,0.5174563591022444,0.5425155269565867,0.7711442786069652,0.8784584980237155,0.8905378616936734,0.8496732026143791,0.7471264367816092,0.9848484848484849,0.36231884057971014,0.6735836627140975,0.48338575551447766,0.1776522307444155
26,0.5748437974518374,0.5760598503740648,0.5267439030889255,0.7661691542288557,0.8765920070267896,0.8862155407972985,0.8469055374592834,0.7428571428571429,0.9848484848484849,0.34782608695652173,0.6663372859025033,0.4706796471433436,0.17106495496420063
27,0.563765999236309,0.5586034912718204,0.5320181283191662,0.736318407960199,0.878129117259552,0.8951904132203645,0.8306709265175719,0.7182320441988951,0.9848484848484849,0.2608695652173913,0.6228590250329381,0.38975732499696913,0.17408865304235438
