epoch,train_loss,train_acc,val_loss,val_acc,val_auroc,val_aupr,val_f1,val_precision,val_recall,val_specificity,val_bal_acc,val_mcc,val_brier
1,0.5644322323101395,0.7023661270236613,0.8951086616516113,0.505,0.8529411764705882,0.9151289267189243,0.40718562874251496,0.9714285714285714,0.25757575757575757,0.9852941176470589,0.6214349376114082,0.3027882914426516,0.3191386897325589
2,0.4963862311795521,0.7795765877957659,0.7686700391769409,0.625,0.8592914438502673,0.9188331470163306,0.6153846153846154,0.9523809523809523,0.45454545454545453,0.9558823529411765,0.7052139037433155,0.41855028430445396,0.2661055008541516
3,0.4579114189666057,0.7982565379825654,0.4234809589385986,0.81,0.8708778966131907,0.9163528459191044,0.8602941176470589,0.8357142857142857,0.8863636363636364,0.6617647058823529,0.7740641711229946,0.5666097426433516,0.13386362787540762
4,0.4270500629806281,0.8194271481942715,0.42314504623413085,0.805,0.8762254901960784,0.9193382623677804,0.8550185873605948,0.8394160583941606,0.8712121212121212,0.6764705882352942,0.7738413547237077,0.5585214977309163,0.13470130032656938
5,0.43578962430562057,0.8144458281444583,0.4081203269958496,0.79,0.8829099821746881,0.9257707532744928,0.8396946564885496,0.8461538461538461,0.8333333333333334,0.7058823529411765,0.7696078431372549,0.5355293080054687,0.13053766527138966
6,0.38809763665217095,0.8194271481942715,0.45072173595428466,0.785,0.8643048128342246,0.9213882358670483,0.8501742160278746,0.7870967741935484,0.9242424242424242,0.5147058823529411,0.7194741532976827,0.49794651121042044,0.14560734268308773
7,0.38826724432251075,0.8318804483188045,0.4030569839477539,0.83,0.8865864527629234,0.9306689641331045,0.8731343283582089,0.8602941176470589,0.8863636363636364,0.7205882352941176,0.803475935828877,0.6163625393891589,0.12776173642045158
8,0.37800696841992004,0.8343711083437111,0.419014196395874,0.815,0.8774509803921569,0.9277503473715359,0.8644688644688645,0.8368794326241135,0.8939393939393939,0.6617647058823529,0.7778520499108734,0.5772307527995248,0.13420843988157366
9,0.38370698772064626,0.8231631382316313,0.42105907917022706,0.81,0.883578431372549,0.9305551833484075,0.8503937007874016,0.8852459016393442,0.8181818181818182,0.7941176470588235,0.8061497326203209,0.5946728148499654,0.1354656558655777
10,0.3884128040795308,0.8343711083437111,0.40345704078674316,0.83,0.8891488413547237,0.9325850777300912,0.8731343283582089,0.8602941176470589,0.8863636363636364,0.7205882352941176,0.803475935828877,0.6163625393891589,0.1272213081091294
11,0.3675291723807158,0.8306351183063512,0.4795739984512329,0.795,0.858957219251337,0.9124716959420446,0.8619528619528619,0.7757575757575758,0.9696969696969697,0.45588235294117646,0.7127896613190731,0.530573978582995,0.15480530907589313
12,0.3851720528540249,0.8343711083437111,0.44759480476379393,0.795,0.8933823529411765,0.9374539216306219,0.8416988416988417,0.8582677165354331,0.8257575757575758,0.7352941176470589,0.7805258467023173,0.5520532982748091,0.13918930716169545
13,0.400645215662746,0.8318804483188045,0.39697235107421874,0.81,0.8931595365418894,0.9369328133665482,0.8549618320610687,0.8615384615384616,0.8484848484848485,0.7352941176470589,0.7918894830659537,0.5797879285017884,0.12657740333463866
14,0.36372415704715294,0.8468244084682441,0.44503169059753417,0.8,0.8920454545454545,0.938901387311897,0.8319327731092437,0.9339622641509434,0.75,0.8970588235294118,0.8235294117647058,0.6141413315976363,0.1443848407990664
15,0.35185013201138743,0.8281444582814446,0.401457200050354,0.82,0.8953877005347594,0.9408855417279676,0.8656716417910447,0.8529411764705882,0.8787878787878788,0.7058823529411765,0.7923351158645277,0.5937354270767815,0.12618883040633094
16,0.34216512132848925,0.8518057285180572,0.577379093170166,0.75,0.8997326203208555,0.9466441466743334,0.7747747747747747,0.9555555555555556,0.6515151515151515,0.9411764705882353,0.7963458110516934,0.5643553065931071,0.18543578590871554
17,0.3458757565854347,0.8480697384806973,0.5907252311706543,0.76,0.9038547237076648,0.9486307986347786,0.7857142857142857,0.9565217391304348,0.6666666666666666,0.9411764705882353,0.803921568627451,0.5777329643582352,0.1841333541720978
18,0.3613358905276801,0.8443337484433375,0.41727211952209475,0.815,0.9061942959001782,0.9479463626464965,0.8549019607843137,0.8861788617886179,0.8257575757575758,0.7941176470588235,0.8099376114081996,0.6034590170992453,0.1307136003621988
19,0.34283979632340805,0.8493150684931506,0.4800378656387329,0.8,0.9009581105169341,0.9458490771868562,0.8305084745762712,0.9423076923076923,0.7424242424242424,0.9117647058823529,0.8270944741532977,0.620286513653219,0.1557552379451368
20,0.34677651554234745,0.8505603985056039,0.38778291463851927,0.82,0.8989527629233512,0.9398776478864485,0.8714285714285714,0.8243243243243243,0.9242424242424242,0.6176470588235294,0.7709447415329769,0.5852206131131898,0.12112071210096252
21,0.337976556730597,0.863013698630137,0.4337627935409546,0.775,0.8653074866310161,0.9249601281683504,0.8314606741573034,0.8222222222222222,0.8409090909090909,0.6470588235294118,0.7439839572192514,0.49352496454152567,0.1427114619546338
22,0.35663198645355393,0.8480697384806973,0.49853188276290894,0.79,0.9085338680926915,0.9508183950814535,0.8189655172413793,0.95,0.7196969696969697,0.9264705882352942,0.8230837789661319,0.6121904798350861,0.16020886238721788
23,0.37915310170849414,0.8343711083437111,0.4677207136154175,0.8,0.9102049910873441,0.9516600386470717,0.8290598290598291,0.9509803921568627,0.7348484848484849,0.9264705882352942,0.8306595365418895,0.6266706377498616,0.15345124122217726
24,0.3894669618805497,0.8418430884184309,0.37102350234985354,0.815,0.9088680926916222,0.9487311685327475,0.8560311284046692,0.88,0.8333333333333334,0.7794117647058824,0.8063725490196079,0.5995641118204178,0.11740834154389965
25,0.3447115657524035,0.8455790784557908,0.7508879184722901,0.725,0.9119875222816399,0.953237887314597,0.7465437788018433,0.9529411764705882,0.6136363636363636,0.9411764705882353,0.7774064171122994,0.5316545533868127,0.21701035551478864
26,0.34617823625857924,0.8468244084682441,0.3875026035308838,0.82,0.9044117647058824,0.9463425332191634,0.8615384615384616,0.875,0.8484848484848485,0.7647058823529411,0.8065953654188949,0.6051538076530737,0.1215474028503829
27,0.3385965049192588,0.8530510585305106,0.6008707690238952,0.75,0.9127673796791445,0.9532848167744611,0.7747747747747747,0.9555555555555556,0.6515151515151515,0.9411764705882353,0.7963458110516934,0.5643553065931071,0.18786796895507749
28,0.34222083734545583,0.8455790784557908,0.41929500102996825,0.815,0.9085338680926917,0.9512659781673178,0.8438818565400844,0.9523809523809523,0.7575757575757576,0.9264705882352942,0.8420231729055259,0.6488891269513422,0.13850479616124547
29,0.32755419957088505,0.8617683686176837,0.36908564090728757,0.81,0.9078654188948306,0.9497038349357958,0.8538461538461538,0.8671875,0.8409090909090909,0.75,0.7954545454545454,0.5831642070842847,0.11711830738549389
30,0.3639381745572702,0.8418430884184309,0.3919290804862976,0.815,0.9077540106951871,0.9476266222357198,0.8514056224899599,0.905982905982906,0.803030303030303,0.8382352941176471,0.820632798573975,0.6165203073553092,0.12500111684306506
31,0.33650782240431754,0.8505603985056039,0.42810927629470824,0.825,0.9087566844919787,0.9506698956390334,0.8547717842323651,0.944954128440367,0.7803030303030303,0.9117647058823529,0.8460338680926915,0.658348848016311,0.13872721778544042
32,0.31380230182802693,0.863013698630137,0.4452691173553467,0.81,0.9115418894830659,0.951926872443832,0.8389830508474576,0.9519230769230769,0.75,0.9264705882352942,0.8382352941176471,0.6414134385051679,0.14445263868258176
33,0.3465006993538416,0.8505603985056039,0.41158223628997803,0.82,0.9096479500891265,0.950048548863184,0.856,0.9067796610169492,0.8106060606060606,0.8382352941176471,0.8244206773618539,0.6249309221777151,0.12819319586181685
34,0.32929931883497227,0.8592777085927771,0.41705243825912475,0.815,0.9159982174688058,0.9530550095550185,0.8438818565400844,0.9523809523809523,0.7575757575757576,0.9264705882352942,0.8420231729055259,0.6488891269513422,0.13465860977920474
35,0.3351275266367353,0.8605230386052304,0.42919120550155637,0.81,0.9158868092691622,0.9545664681186442,0.8389830508474576,0.9519230769230769,0.75,0.9264705882352942,0.8382352941176471,0.6414134385051679,0.1413709904308143
36,0.31044598980105087,0.8642590286425903,0.43666640281677244,0.835,0.9132130124777184,0.9517901370946522,0.8641975308641975,0.9459459459459459,0.7954545454545454,0.9117647058823529,0.8536096256684491,0.6741227804926418,0.1325361449496102
37,0.3143588503449227,0.8667496886674969,0.5917996907234192,0.765,0.9139928698752229,0.9518304798561926,0.7929515418502202,0.9473684210526315,0.6818181818181818,0.9264705882352942,0.804144385026738,0.5770251845528221,0.18522035236669873
38,0.3254618678302278,0.8542963885429639,0.637952847480774,0.7,0.9136586452762923,0.9531377958504892,0.7169811320754716,0.95,0.5757575757575758,0.9411764705882353,0.7584670231729056,0.49985143366185186,0.21026120678939317
39,0.31501187565985833,0.8729763387297634,0.4126956272125244,0.835,0.920120320855615,0.9549841517847426,0.8695652173913043,0.9090909090909091,0.8333333333333334,0.8382352941176471,0.8357843137254902,0.6507671031976806,0.1209954935751321
40,0.29936179136428265,0.8679950186799502,0.5832270812988282,0.74,0.9149955436720142,0.9562611894530958,0.7657657657657657,0.9444444444444444,0.6439393939393939,0.9264705882352942,0.785204991087344,0.5431389416835918,0.18735054701811188
41,0.30021945298979913,0.8704856787048568,0.6433372449874878,0.71,0.9095365418894831,0.9534177506980963,0.7289719626168224,0.9512195121951219,0.5909090909090909,0.9411764705882353,0.7660427807486632,0.5124776930495822,0.2088567265338807
42,0.3198460721843418,0.8729763387297634,0.5550822567939758,0.755,0.9183377896613191,0.9551687622452354,0.7822222222222223,0.946236559139785,0.6666666666666666,0.9264705882352942,0.7965686274509804,0.563330495018895,0.17814631278507023
43,0.2820211306010207,0.8854296388542964,1.377835202217102,0.44,0.8973930481283422,0.9493210172860842,0.2631578947368421,1.0,0.15151515151515152,1.0,0.5757575757575758,0.23924685418842448,0.4250974197541615
44,0.357522724425956,0.8244084682440846,0.412703652381897,0.815,0.9149955436720143,0.9527152366454066,0.852589641434263,0.8991596638655462,0.8106060606060606,0.8235294117647058,0.8170677361853832,0.6119380796913407,0.1243470609455267
45,0.3269395624863849,0.8493150684931506,0.452889711856842,0.815,0.920343137254902,0.9562283243467207,0.8438818565400844,0.9523809523809523,0.7575757575757576,0.9264705882352942,0.8420231729055259,0.6488891269513422,0.14604625505144567
46,0.320773697804989,0.8667496886674969,0.37231625318527223,0.835,0.9174465240641712,0.9543545446703432,0.8663967611336032,0.9304347826086956,0.8106060606060606,0.8823529411764706,0.8464795008912656,0.6640344020212801,0.11911021890780082
47,0.3238973339200762,0.8642590286425903,0.5360931134223939,0.75,0.910873440285205,0.9523837361529581,0.7767857142857143,0.9456521739130435,0.6590909090909091,0.9264705882352942,0.7927807486631016,0.5565550697703233,0.17649657660248216
48,0.31660763516669554,0.8592777085927771,0.3802183675765991,0.84,0.912878787878788,0.953311051687319,0.8688524590163934,0.9464285714285714,0.803030303030303,0.9117647058823529,0.857397504456328,0.682138537760484,0.1213944039560037
49,0.309703601215726,0.8792029887920298,0.3958325457572937,0.83,0.9229055258467023,0.9593355682945758,0.8583333333333333,0.9537037037037037,0.7803030303030303,0.9264705882352942,0.8533868092691622,0.6717628163285638,0.1303356205832908
50,0.2971607614424576,0.8704856787048568,0.5248743534088135,0.77,0.9086452762923352,0.953221057864357,0.7982456140350878,0.9479166666666666,0.6893939393939394,0.9264705882352942,0.8079322638146168,0.5839482029078669,0.1675643981672585
51,0.30856506617398816,0.8692403486924035,0.4569529986381531,0.83,0.8983957219251337,0.9465421967543367,0.8583333333333333,0.9537037037037037,0.7803030303030303,0.9264705882352942,0.8533868092691622,0.6717628163285638,0.13846553497464129
52,0.2964457871756548,0.8679950186799502,0.47290860652923583,0.805,0.901180926916221,0.9499943112986299,0.8340425531914893,0.9514563106796117,0.7424242424242424,0.9264705882352942,0.8344474153297683,0.6340080645633176,0.15336505944845413
53,0.309864825730306,0.8679950186799502,0.4261793613433838,0.815,0.9087566844919787,0.9522145792272032,0.8438818565400844,0.9523809523809523,0.7575757575757576,0.9264705882352942,0.8420231729055259,0.6488891269513422,0.13878430521734914
54,0.30073440327293993,0.8792029887920298,0.42899915695190427,0.835,0.8986185383244207,0.9470496765849519,0.8641975308641975,0.9459459459459459,0.7954545454545454,0.9117647058823529,0.8536096256684491,0.6741227804926418,0.13172164012991705
55,0.29232453084452215,0.8767123287671232,0.39252362966537474,0.84,0.9146613190730838,0.9544054754843053,0.8688524590163934,0.9464285714285714,0.803030303030303,0.9117647058823529,0.857397504456328,0.682138537760484,0.12301430600548566
56,0.31366552590655805,0.8567870485678705,0.38263495922088625,0.84,0.9127673796791445,0.9514517453014262,0.873015873015873,0.9166666666666666,0.8333333333333334,0.8529411764705882,0.8431372549019608,0.6635958688269412,0.1149747119548325
57,0.29087556069102116,0.8829389788293898,0.42478911876678466,0.835,0.9083110516934045,0.9529284200441476,0.8630705394190872,0.9541284403669725,0.7878787878787878,0.9264705882352942,0.857174688057041,0.6795448830458123,0.1335225357230698
58,0.29183578153476025,0.8779576587795765,0.4061891460418701,0.845,0.8972816399286987,0.9468317727589459,0.8734693877551021,0.9469026548672567,0.8106060606060606,0.9117647058823529,0.8611853832442067,0.6902441525461741,0.12891131470623482
59,0.3165186053492212,0.8655043586550436,0.41921613693237303,0.84,0.9113190730837789,0.9518462057483965,0.8709677419354839,0.9310344827586207,0.8181818181818182,0.8823529411764706,0.8502673796791445,0.6723609365106636,0.12188511338960986
60,0.29705114285942924,0.8655043586550436,0.39586695194244387,0.845,0.9184491978609625,0.9567358359611207,0.8734693877551021,0.9469026548672567,0.8106060606060606,0.9117647058823529,0.8611853832442067,0.6902441525461741,0.123272628409646
61,0.28617140419252335,0.8729763387297634,0.4466758465766907,0.795,0.9187834224598931,0.9574173597831855,0.8240343347639485,0.9504950495049505,0.7272727272727273,0.9264705882352942,0.8268716577540107,0.6193988561778351,0.144642443584601
62,0.28023376394698807,0.8829389788293898,0.4279817628860474,0.8,0.9087566844919787,0.9534792107941763,0.8305084745762712,0.9423076923076923,0.7424242424242424,0.9117647058823529,0.8270944741532977,0.620286513653219,0.1398022974397744
63,0.2840373297297346,0.8779576587795765,0.3939738440513611,0.85,0.9174465240641712,0.9562843769016574,0.8770491803278688,0.9553571428571429,0.8106060606060606,0.9264705882352942,0.8685383244206774,0.703402207890175,0.12398040985704614
64,0.2966829721316009,0.8704856787048568,0.39082779169082643,0.845,0.9215686274509804,0.9564420093451421,0.8838951310861424,0.8740740740740741,0.8939393939393939,0.75,0.821969696969697,0.6512726701027439,0.10832831964430394
65,0.29616227653225513,0.8729763387297634,0.4362539529800415,0.8,0.9206773618538324,0.9580796585343392,0.8290598290598291,0.9509803921568627,0.7348484848484849,0.9264705882352942,0.8306595365418895,0.6266706377498616,0.1425006991568988
66,0.28213113574206755,0.8704856787048568,0.3686916637420654,0.845,0.9226827094474154,0.9591520673665185,0.8793774319066148,0.904,0.8560606060606061,0.8235294117647058,0.839795008912656,0.6649711058371907,0.11120208834652213
67,0.2939794421715576,0.8829389788293898,0.5990016174316406,0.76,0.9065285204991088,0.952463025348552,0.7857142857142857,0.9565217391304348,0.6666666666666666,0.9411764705882353,0.803921568627451,0.5777329643582352,0.18486581442805353
68,0.28395938145861976,0.8679950186799502,0.405615873336792,0.84,0.9138814616755794,0.956905951764702,0.8677685950413223,0.9545454545454546,0.7954545454545454,0.9264705882352942,0.8609625668449198,0.6874102230682958,0.12942971817750198
69,0.2810172986512909,0.8829389788293898,0.42159361600875855,0.84,0.9129901960784313,0.9551617075628884,0.8699186991869918,0.9385964912280702,0.8106060606060606,0.8970588235294118,0.8538324420677361,0.677122766659769,0.1294589369078651
70,0.2723513175808775,0.8779576587795765,0.43951183557510376,0.835,0.9175579322638147,0.9555689334804351,0.8630705394190872,0.9541284403669725,0.7878787878787878,0.9264705882352942,0.857174688057041,0.6795448830458123,0.13517760669114576
71,0.2705943635659081,0.8779576587795765,0.6650864410400391,0.735,0.9084224598930482,0.9544574314082097,0.7557603686635944,0.9647058823529412,0.6212121212121212,0.9558823529411765,0.7885472370766489,0.5530061418762429,0.2027861902427545
